-3.039785540906810805e-03,2.009206221100007239e-02,-4.647369103705092409e-03,-3.854359528420849695e-02,-1.190329676198521175e-01,-3.226889719191614048e-02,4.904756115908179975e-02,-2.134231951082849951e-02,1.124564348244348755e-02,2.377278082088130420e-02,-2.843297699776237229e-03,3.696890296392400192e-03,-1.437266360098221184e-04,1.213242533784175507e-02,6.617716232364646844e-02,-9.873036923048189584e-01
2.197433928298935663e-02,7.078958877788724298e-03,2.978346750062547954e-02,-3.389014505066884758e-02,-1.060825804407652118e-01,-1.851688352915456873e-02,2.326611626474710953e-02,-4.646755958645954615e-02,-7.069394641093134420e-04,-4.275390374444918568e-02,-2.616391011944002240e-02,3.514515997996202346e-02,2.462322104721601651e-02,2.850635511715698261e-02,4.026067500128961002e-02,-9.881024840662436803e-01
-9.076446544980303066e-02,2.448145644969378781e-02,-6.676350095023654563e-02,-1.192707882175719075e-02,-3.381333115222746877e-02,3.303466489027192567e-03,2.859585263665231566e-03,6.136442508936772872e-02,1.743108055359410789e-03,-5.162627102343069624e-02,-1.024850343803750639e-02,4.269654476110895658e-02,3.959844788414598749e-02,-3.560960492512250941e-02,-5.972408690284289334e-02,-9.852083236796205234e-01
-3.360352883148037817e-02,-2.758336301863148488e-02,1.714200359780677224e-02,1.966911432159684781e-02,9.266194888294103371e-02,1.886113197012011548e-03,6.526014401996171888e-02,3.620512902808185884e-02,-7.873545085854433828e-03,9.347061482661417342e-02,-3.187431598151349577e-02,1.363184652958523545e-03,-1.737231014514355187e-02,-3.518497966807269256e-02,1.595412784879479684e-02,-9.857275757735902699e-01
4.851136019120126652e-02,-6.513471349588825787e-02,6.109548834899456229e-03,1.878204004211916911e-02,-4.331568204477474066e-02,-5.699215034114080147e-02,-5.061577000733920306e-02,5.734383491069520306e-02,2.816214846734608904e-04,4.366811117295451433e-02,3.380564349244215283e-02,3.747362493969819824e-02,5.707380854072207667e-03,-6.163747326215489319e-03,-2.598427818192803815e-02,-9.883519485971594687e-01
-2.877180223318216712e-02,-2.888782389452161994e-02,2.566539928417934519e-02,3.054313401912354953e-02,-5.956795626829108903e-02,-3.878754246145269674e-02,-7.214116882409646325e-02,5.386562225601417703e-02,2.257622253267231767e-03,2.921837987884501331e-02,-4.513606431295678206e-02,7.351844988328121340e-03,-1.444505272561271304e-03,2.776895564909095775e-03,4.762386585697972463e-02,-9.891205477874016605e-01
-2.969381851577753209e-02,6.114543261800446661e-02,5.762339662674556551e-02,1.066867384146825450e-02,1.025239010675452200e-01,-2.168699276801567752e-02,-2.001054181520126561e-03,-4.688781465854711950e-03,-5.432854758756933133e-03,-3.221792763370161933e-02,-5.525475008362336175e-03,1.405567523212495826e-02,-3.298931734986612629e-02,4.157679076645752307e-03,1.925464839279516019e-02,-9.890226718560535257e-01
-4.052473186469723182e-02,-2.349412650175755624e-02,4.101606262543543158e-02,-2.967380533590551275e-02,-6.258095575490148221e-02,-4.357151158909995485e-03,-6.978533330231345699e-02,5.989537743619810506e-02,-4.042980864833592598e-03,2.926071217080229367e-02,-4.267523104394526506e-03,1.235957108116022066e-02,-1.803849160385948350e-02,-1.687545537630388837e-02,6.494920539590327835e-02,-9.884219934128422036e-01
3.291853363913408576e-02,1.646477088358901109e-02,5.410633781479171067e-02,2.260731330771056577e-03,8.044249570796493942e-02,6.010001167373968910e-03,-5.393364339769504689e-02,-2.599517358644347007e-02,-5.802450491288949422e-03,-1.090325714679525951e-02,5.326786840627382308e-02,-4.924348450681226112e-03,7.032291029021142670e-02,7.096440203199630599e-03,-3.322339095912351520e-02,-9.881838104587804539e-01
4.766878712043442351e-02,-3.937458051967515638e-02,-5.587107439442252910e-02,-1.040755851383687661e-02,1.614908472742656448e-02,-3.444305434210212513e-02,1.103426225980439802e-02,2.449230795042958361e-02,3.762335425995180869e-03,-3.677549227902798812e-02,-5.966468686147316861e-03,-3.738887968025046693e-02,-3.972586460546444903e-02,-4.861947765766115592e-02,-1.151119474341717394e-02,-9.919193844711025054e-01
-4.774624590415790792e-02,-3.571421661956183241e-02,1.070633119505161497e-02,-7.329526966879493406e-03,-1.214957989231882363e-01,2.720338991232016182e-02,4.909639799538099980e-02,-6.087177894859602256e-02,-2.987630966621379418e-04,-2.822232037337385480e-02,2.832302830789821049e-02,-5.715404850803992853e-02,-8.303013220753389240e-03,3.146925560872445432e-02,1.065069278137516749e-02,-9.841856027899577031e-01
1.189673151354208869e-01,3.994490451243098983e-02,4.969498234688083521e-02,3.087699020415627261e-03,-1.690345879213248428e-02,-1.771845661111783043e-02,3.801123559913215794e-02,6.230967085292255653e-02,1.225223389429293611e-02,-2.883445656367068788e-02,-3.183256505812294412e-02,-7.757863884457893468e-03,4.029481049645951968e-02,1.440238115972225855e-02,1.450091106362473223e-02,-9.857731083323546528e-01
4.487107190852621628e-03,-1.911822749224623488e-02,-4.687588954511986983e-02,6.753785036383969619e-03,-1.528345643285742780e-02,-1.124193032903899638e-02,-1.173959971061215440e-01,-1.536953580586626449e-02,-2.716864346711225960e-03,-2.112917705273707238e-03,-1.878632718493941298e-02,4.337640859054877479e-02,-1.401968880300358614e-02,2.892198934740037100e-02,-3.118359879963084058e-02,-9.893137288786100214e-01
-9.090487853077929437e-04,-7.332036705814864996e-02,4.402125377508010057e-02,-3.619888756899034693e-02,-7.700380138327388158e-02,-1.389161633234363251e-02,-1.360625847524283595e-02,9.287014232630719278e-04,-4.169499560544497226e-03,3.856753039460040361e-02,2.778877960886020401e-03,-4.125917117358675335e-02,-5.826826758738270357e-02,-1.436217194504866256e-02,-2.049172126974329114e-02,-9.888530011303934275e-01
-5.398823869314037238e-02,-2.059850191936616476e-02,3.478077905377222057e-02,-6.125594065802632965e-02,6.365781044358645446e-02,-7.537947180099694409e-03,-4.109541351922067765e-02,2.882965489797720618e-02,3.409330056797867537e-03,8.224438613983788005e-03,7.363819011325379617e-03,2.424600589585728869e-02,4.364514470661873952e-02,-4.157451997845266339e-02,9.325921647952965798e-02,-9.859096708479071491e-01
-2.509844594852400634e-02,1.258894554316450885e-02,8.960778762418505905e-02,2.747115021786113512e-02,1.072311926729757753e-01,-4.995443068606701675e-02,5.099037155458924914e-02,2.451547364174430643e-02,5.356649490485729075e-03,3.169014279730206218e-02,-3.904931940965086778e-02,-2.977185387277181058e-02,-1.724456421189566463e-02,-1.000078447993851989e-02,-4.139210634718957886e-03,-9.845677585997257841e-01
-4.918768233493812925e-02,-4.589926524450878981e-02,1.412814459650346341e-02,-5.504068881926878209e-02,-9.648633008370026409e-02,2.868247808541051370e-03,8.085289162765578463e-02,-1.734590604734894542e-02,-2.592955077598838032e-03,4.777597355362436099e-02,2.926005007488971174e-02,-4.398450684555996887e-02,-2.596328178520447214e-02,1.919859065280940524e-02,1.034797703708827815e-02,-9.848142084833504395e-01
4.722599740349841396e-02,7.386146436647472724e-02,2.400054290117177927e-02,1.160254367976394294e-02,-2.871923190592758426e-02,2.207020500042058617e-02,-1.036091080632939032e-01,-6.641923365695957121e-03,-1.176616468518915408e-03,1.064228682332958587e-02,-4.958580963064430913e-03,-7.097486498869668738e-03,2.180703785077590939e-02,-9.192509994204244722e-03,-1.324730405301985554e-02,-9.892358408298771444e-01
-9.744322911378792973e-02,-5.602554111235019674e-02,5.946477280404573185e-03,-1.956560890793870161e-02,-8.789675364504132005e-02,1.803206495090712083e-02,-2.095940133469237354e-02,-3.076189081673276135e-02,1.498436863514882988e-03,4.682175400244165814e-02,-1.381646106837778037e-03,-5.171194359810373647e-02,5.414803379436629836e-03,-4.586032824181644069e-02,2.782279203277231508e-02,-9.847507519794844733e-01
-2.910866854573028115e-02,5.351577820422079995e-02,8.765174751870541403e-02,8.753110565693429310e-03,-7.327787203196378663e-02,-6.008632372090199486e-02,-4.514194733183654606e-02,1.467964506305734912e-02,2.976417727762324227e-03,1.503191505883647548e-02,-3.141975087258777610e-02,8.944349392641749719e-03,-2.673712681933257396e-02,4.641009926944550390e-03,-2.465886411740349313e-03,-9.875482204489306470e-01
2.432789976330657078e-02,-3.409021118596462004e-03,-1.248022019063052719e-02,-3.235760239242074787e-02,5.651473795487967078e-02,1.782715828892547996e-02,-5.756689509771904800e-02,-2.640991799590375680e-02,-6.964307278428688401e-03,1.222212410792783595e-02,-1.290621414752346832e-02,-6.481303899646959077e-02,7.850889865904905895e-02,2.105191987921973748e-02,-4.218940809291330668e-02,-9.887965656520918412e-01
3.212411340122829639e-02,5.644872921812760236e-02,3.795638722568898255e-02,1.570540780897857923e-03,2.715540071022251936e-02,5.877446511013932617e-02,-3.518374775385977454e-02,-2.708097889494809341e-02,-4.889737927122277290e-03,-1.761772570197150120e-03,-2.239135604758298037e-02,-6.511705785366629640e-02,-1.922317008733043231e-02,-1.413367575819246200e-02,-6.843407407820109589e-02,-9.890167684803448100e-01
-3.422345201084584648e-02,-1.630910832872043900e-02,9.166864806446045622e-03,-1.413743420225126342e-02,-9.743455197342308638e-02,8.419921732390565211e-03,3.917510556965436014e-02,-3.129551877943913957e-02,-7.452976700081713132e-03,3.809211542071444523e-02,-6.952653597158115102e-03,-7.351149271022285048e-02,-4.084374764644586181e-02,2.853742148069763826e-02,1.945829881234407283e-02,-9.881195918808528544e-01
7.234741155258686551e-02,-3.807837921433827877e-02,1.175634028175782941e-02,2.989517623697050472e-02,-3.072037387629125704e-02,2.615672938053833357e-02,-5.291900659920063116e-02,3.081911601492230354e-02,-1.105282268477411492e-03,1.783210640771064684e-02,-2.828421706421369725e-02,2.551401988330841489e-02,-5.004141974691121708e-02,2.934150496859221080e-02,-3.053378630963939078e-02,-9.903727850767783947e-01
4.932956994490192426e-02,1.723106541615661638e-02,-3.853199967678611754e-02,-5.190113789335122629e-02,-7.903874100944374703e-02,-1.965177027319797709e-03,-6.052031417573629571e-03,-4.564257071149912734e-03,5.070448888860484317e-03,-4.170683319742606032e-02,2.681988815356515024e-02,7.034171076043162218e-02,-3.035164105790591482e-02,-1.904769317381495644e-02,2.180610912575213153e-02,-9.887319260477224203e-01
5.585659111394757764e-03,-4.012747425248888028e-02,4.334125468859686275e-02,4.755510584352422992e-02,7.810312276794917352e-02,1.601938590811496921e-02,2.313846495423893795e-03,3.249789759504263104e-02,7.217101912403049019e-03,-2.402120184000595959e-02,-2.217927340837278286e-02,1.405086155276351681e-02,-5.680058385704170321e-02,4.659861993452996121e-02,-1.575356115361222983e-02,-9.898667001447625235e-01
-6.382696053227908395e-02,-1.476844682958741543e-02,7.681929456893062114e-02,-3.571919725585428335e-02,1.150307619485896327e-01,3.330813296732546697e-02,-5.599085526720146838e-03,1.011282544962960155e-02,-2.855147758255442529e-03,-9.523712000081337864e-03,1.829265110585876972e-02,-1.367211998417918600e-02,2.311023009415420770e-02,3.416377691296865193e-02,5.736127674673118307e-03,-9.857490906139558806e-01
